TweetID;Category
1407881772403245057;20
1407879178419150851;19
1407713163068547075;3
1407851930483822594;12
1407886000219738113;24
1407448358571151365;1
1407901624874450945;26
1407502810988568578;2
1407500621855461378;2
1407863071511658497;15
1408036985789423616;26
1407886539762417670;21
1407807484610420738;9
1407463557881548805;1
1407863859021586432;15
1407451110382649344;1
1407498589794975746;1
1407862044309610498;12
1407861461158928389;14
1407448846775562242;1
1407866855948181514;16
1407464683980963840;1
1407757358470680576;7
1407886537694629891;21
1407757913385492481;6
1407448239968866306;1
1407859877339402246;13
1407760323222949890;7
1407714418343956481;3
1407890062671556609;26
1408093194559098887;25
1407758927941488641;7
1407881279090180097;22
1407502585557311493;2
1407882195180601351;22
1408049411096260608;23
1407857534858403844;13
1407503058851008512;2
1407857959154167811;13
1407870623947313152;17
1407759544193851393;7
1407758605797965834;7
1407502231860097026;2
1407817300909170688;27
1407501156667039745;2
1407885362626715649;24
1407902075506339841;26
1407684365879058436;4
1408038866070687746;26
1407503457662210051;2
1407691090027859972;4
1407852220377452544;12
1407727008612859907;3
1407868579056427008;11
1407866057851801606;15
1407758420107747341;7
1407525086987497473;2
1407715146995322885;3
1407768015014354945;8
1407500563487596544;0
1407873208414523393;17
1407852379261870080;11
1407860120932044803;13
1407507492909813764;0
1407503525681238022;2
1407707342657966082;5
1407858265619193856;13
1407886952540655618;24
1407773481316589572;8
1407511966474768388;2
1408065030327717891;20
1407760262351015943;7
1407752333199556608;6
1407757879210385414;7
1408057720654077952;20
1407802264933351428;9
1407758658717601792;7
1407884834433814529;24
1407874175948234754;17
1407474433246257154;0
1407857171006726147;12
1407787017354817536;27
1407877953250369536;18
1407865578015035394;16
1407799847319740416;9
1407446578714054660;1
1407884918101876740;24
1407881556174254084;22
1407462781285289988;1
1407781533272915969;27
1408053665366044685;26
1407865456183099392;16
1407509469244821516;0
1407867479112695812;16
1407878953923194886;21
1407880924218462209;21
1407759135383379977;7
1407758158202818564;7
1407854644416688129;12
1407443174348500997;1
1407885626565967875;24
1407505157429080068;2
1407864277055283206;15
1407858215937839106;12
1407758601192607751;7
1407715425157357578;3
1407466475833774089;1
1407499547526500355;1
1407522765666721792;0
1407756608495669250;5
1407883104287612931;22
1407502876457439239;2
1407812061443375104;27
1407446723211976704;1
1407856880601423872;13
1407883862793928709;21
1407878100713623554;11
1407896746647302148;26
1408058165615161347;26
1407873541639389184;17
1407881891701792768;20
1407878674548985858;19
1407512228266483714;0
1407881367661289477;22
1407858184916770819;13
1407883675220520975;20
1407766515642945549;6
1407878136658862088;18
1407859364011073537;13
1407690161249456129;3
1407857226136576000;13
1407707363730202627;5
1407741052749062144;5
1407870973471346689;18
1407800725241991170;9
1407450579555733506;1
1407759719113035777;7
1407711102012739584;3
1407859957836521472;12
1407816671914496005;27
1408041752557203465;23
1407448300941348864;1
1407883491832963072;21
1407445932719890432;1
1407758447538544649;7
1407447907427565568;0
1407882505932451845;22
1407778235769712640;8
1407755434971254790;6
1407466336079450120;1
1407738847623106574;5
1407874530555699207;18
1407499092591353858;1
1408057106796797959;25
1407872157934309376;18
1407501368252940293;2
1407757874969911296;7
1407885754064424961;21
1407858379532406785;12
1408036201362333702;23
1408036132412170241;20
1407448766496509952;0
1407858097897492489;12
1408042809735749634;20
1407450465885949955;1
1407754907466276867;6
1407445561662398469;1
1407450311632080898;1
1407475511429931009;0
1407446737401401346;1
1407810373739335681;9
1407879197285138432;20
1407863705216458752;15
1407871255991226370;18
1407502298901794821;2
1407900770041729025;26
1407443807046717442;1
1407757215864438784;7
1407871474510274562;19
1407463410384740361;1
1407859260550221826;13
1407877532318420992;18
1407490845427830787;1
1407705896130691078;3
1407865943754252288;15
1407854097349365762;12
1407857211943145475;12
1407500798133739520;2
1407856672748548100;12
1407443281097678851;1
1407501855329067011;2
1407465703549046789;1
1407912426251694087;23
1407878064139292672;21
1407858148283715591;13
1407503138806972424;2
1407503142326054916;0
1407857846889422848;13
1407880502921547781;21
1407450966945943553;1
1407864817935863809;15
1407507052893773828;2
1408084612866322434;25
1407857418328068102;13
1407759791313887232;7
1407856832849321985;12
1407449655366111242;0
1407727885922734085;3
1407882909239975941;22
1407880085584199680;20
1407809159236620289;9
1407865884685778944;15
1407450308582772742;1
1407502066323447814;2
1407742358192594952;5
1407801862162616325;9
1407922761394229251;23
1407502902181208065;0
1408062471919718402;25
1407882111063896065;22
1407873516670787589;19
1407874364872269824;19
1407867094629236738;16
1407505531913359360;2
1407895847740837888;23
1407875289267556352;17
1407442219318005763;0
1407504952294088709;2
1407850213008683011;10
1407757566394908678;7
1407526725182005248;0
1407853572608385026;12
1408059572431069184;23
1407739601347829765;5
1407706023184502789;4
1407856303314178050;12
1407445506918424588;1
1407512555640217600;2
1407781363261050880;27
1408060854059241480;25
1407859660732968964;12
1407857346987036678;13
1407882641739763715;21
1407446811518935051;0
1407882517198352387;22
1407447260871409671;1
1407761358859481090;6
1407445951401320453;1
1407754051211694088;5
1407857833002115074;13
1407769234038571015;6
1407463990855413766;1
1407865405578874882;16
1407856123055685635;12
1407705950115581957;4
1408094847832104962;25
1407857623890804737;13
1407501065302548481;2
1407882940550455301;22
1407867777923399684;16
1407853960111796235;12
1407444275802034180;0
1407759900860731396;7
1407755090824466437;6
1407706140474019847;4
1407776819407986688;8
1407508557260599298;2
1407815438499827717;10
1407802277373558785;9
1408027770026876930;25
1407861908930273284;12
1407807057785507845;9
1407501102145277954;2
1407789473681846286;8
1407502356514803718;2
1407856768277942274;13
1407453555896815619;1
1407856885466910723;12
1407759346633789444;7
1407865976742350850;15
1408047435054829571;25
1408100281364189184;25
1407858961685139460;13
1407884304781348866;20
1408064192314175502;23
1407443575168716801;1
1407715775511764993;3
1407874134403649539;19
1407684792590733320;3
1407503670418325508;2
1407856420133933059;13
1407865769279492097;16
1407868035843727362;15
1407502596173144065;2
1407879235923021824;19
1407503104283717637;2
1408034201790816264;20
1407744586148102147;5
1407757739514867714;7
1407875262512041985;18
1407758631643369474;7
1407498509469769729;0
1407450979453259777;0
1407853221998125065;12
1407753581168676870;6
1407525657358352389;2
1407857793802067968;13
1407506843698610178;2
1407504094160474123;0
1407512884087820294;2
1407801855246282752;27
1407867136664612870;16
1407443313834201090;1
1407502405433008134;2
1407758981351755781;7
1407759366514749442;7
1407757122767671299;7
1407502335862054912;2
1407885973187436544;24
1407871331174133762;17
1407752123966758920;5
1408051470331793409;20
1407759188458082308;7
1407877688853938176;18
1407507994376650753;2
1407813820966395917;10
1407525412285173763;2
1407882412198084612;22
1407500335413874691;2
1407872702690512897;17
1407876688013365248;21
1408039251925733382;20
1407871572807979008;18
1407446079839391744;1
1407500576099799044;2
1407871151750135810;19
1407760227034882050;7
1407855820503670788;14
1407852629837946880;12
1407853387681603585;12
1407510217240330247;0
1407858783745892356;13
1407897946314715141;26
1407878674700029952;19
1407500592902193159;2
1407500111702335492;0
1407861691430342659;12
1407883362996572163;22
1407708645442338817;5
1407762759958269955;6
1407507557552373761;2
1407507907835531268;2
1407859773681307649;13
1407447517349003266;1
1407473255728963588;1
1407859656291139584;12
1407809252824080387;9
1407846019610578945;27
1407757411553775626;7
1407500464405495808;2
1407858707975770114;12
1407498576452853761;1
1407506903958274048;2
1407885509901291523;24
1407846910719844353;10
1407758992923844612;7
1407912460326248449;23
1408079116860022791;25
1407464776352120836;0
1407874674860740608;18
1407775238625107968;27
1407692283445747720;3
1407820282916753408;27
1407760193623146496;7
1407864839423381504;15
1408061701514096655;26
1407865519739478017;16
1407786289492115456;9
1407771295060799493;8
1407501109359435777;2
1407754725995462661;6
1407887632684699650;21
1407452313850155013;1
1407859054320537602;13
1408035783131516931;20
1407818555157094407;10
1407450349464608770;1
1407505978879361025;0
1407887600417914889;21
1408060871805313029;23
1407865691223609349;15
1407879145569370113;21
1407447275903885317;1
1407869331627823104;17
1407764558542946316;6
1407872789411999744;19
1407770080956583939;6
1407512532705845249;2
1407500825103114243;2
1407885969177653255;24
1407503997947334656;2
1407466599813165060;0
1407864971623534593;15
1407857872965234688;14
1407858501167292417;13
1407759778806444034;7
1407856976193859586;12
1407871474984263682;19
1407462312223588354;1
1407870540803608581;18
1407759812503429123;7
1407879143115603979;19
1407834991258636290;27
1408036049041952770;25
1407461001633665031;1
1407879486348181505;19
1407884962766987267;24
1407882711998533638;22
1407786662097268748;9
1407868153607118848;15
1407872676731908098;11
1407446010750775299;1
1407863126595411970;15
1407881846118039557;22
1407690640645885957;4
1407814978887880710;10
1407858589465722885;13
1407502205222068226;2
1407885537537560577;24
1407452935701868551;1
1407914976879300611;26
1407802114819166213;27
1407757807785492480;7
1407758392853250049;7
1407450842983284737;1
1407757154459820032;7
1408040461789454336;23
1408057485835964423;20
1407758804452876288;7
1407473166402924544;0
1407757270906150914;7
1407808512974000128;9
1407872920194621440;17
1407758901710409728;7
1407855946097889282;12
1408079479478575105;25
1407443927221800964;1
1407758616397070338;7
1407505395841654785;2
1407856495065243649;12
1407443648304791564;1
1407867053634199556;16
1407805046553780232;9
1407464888893575178;1
1407502877501890569;2
1407875047822348291;17
1407883395577827330;22
1407884963433705473;24
1407502791178964992;0
1407864237582606336;15
1407447590686363651;0
1408051191515435009;20
1407705453040214021;5
1407760138467958789;7
1407451172307361793;1
1407758905107697674;7
1407881117437509636;22
1407789668901474309;9
1407874776329228289;11
1407876326921490432;18
1407859871949656066;12
1407882523154259971;22
1408043802393186309;26
1407885715317444611;24
1407759942065479689;7
1407443857260810240;0
1407877475879817221;18
1407884315795628033;24
1407790748087500801;8
1407510540210126856;0
1407461089625923587;1
1407502141804142601;2
1407759966556114944;7
1407501081974874114;2
1407501939475156992;0
1407882719787470853;22
1407762065641644032;6
1407512789007089670;2
1407444599644344321;1
1407500861417349122;2
1407688979256942594;3
1407503743910809604;2
1408059731915075589;26
1407475036382969865;0
1407525604933656582;0
1407510512636772352;0
1407859212781293574;12
1407759144103428098;7
1407875796585287686;11
1407880021461585920;21
1408046819687424001;25
1407859344662843398;13
1408028815893356545;26
1407859895874068480;13
1407883312685744130;22
1407877196362956803;18
1407871411360780288;18
1408054171467649026;23
1407856845876875264;13
1408036753852841986;23
1407847683553890307;10
1407687860921245699;4
1407759811882651650;7
1407499306601439233;1
1407451929144397831;1
1407875241607585795;19
1407865781707227144;16
1407852855554412547;12
1407510757458288642;2
1407512487432536067;2
1407462190517559296;1
1408060717870112779;23
1407759253138456576;7
1407872358334017536;19
1407473037629403145;1
1407881316687925255;22
1407474324521598977;0
1407508050811002882;0
1407792062490157059;27
1407865542636081154;16
1407705499529846787;5
1408053728117092353;26
1408046255717167104;23
1407868999317311491;17
1407898408879378436;26
1407511931120988165;2
1407875193419317254;19
1407858023620612097;13
1407498745009291268;1
1407509282849968133;0
1407882988461998080;21
1407868383178207236;15
1407465377848823813;1
1407502453252280327;2
1407858076804333568;13
1407452302068404224;1
1407512632471527424;2
1407759400224264196;7
1407760265731510274;7
1407852743738507267;12
1407857226170224640;12
1407903948061687810;26
1407759819898081284;7
1407861461595181056;12
1407884073335394306;24
1407802914903625728;9
1407707696904785928;4
1408073737375653895;20
1407464507358777344;1
1407861649365737472;12
1407447262473695238;1
1407501263277891586;2
1407461940486709254;1
1407759761811050497;7
1408062280550338565;20
1407757793029988357;7
1407506628195323904;0
1407858858362609664;13
1407857564776386568;13
1407757732111785984;7
1408053581543059458;20
1407758140741926913;6
1407882819829960704;22
1407473606423191554;1
1407858998066532358;12
1407876245396787203;18
1407856430854647812;12
1407757693461348352;7
1407872211323605002;19
1407858946333884425;13
1407475426339983360;0
1407711511494246402;3
1407760391552253966;7
1407500952521805825;2
1407525451036344321;2
1407848254121910275;10
1407868659507343360;16
1407500412849172485;2
1407490236108660736;1
1407757489903443969;7
1407865177190567938;15
1407465038680580098;1
1407758877958017025;7
1407767412288724993;6
1407783782371975168;27
1407858460415377408;13
1407879959469821954;19
1407855993011294208;12
1407757456365740036;6
1408037857940455428;23
1407759910885003265;7
1407886103420575745;24
1407708839101796352;5
1407473653055361025;0
1407865036421402626;15
1407762418428747777;6
1407759663467204617;7
1407511032449359876;2
1407859826974146563;13
1407857656061124609;12
1407500292996972545;2
1407767533306925056;8
1407886477804158980;21
1407759375683440641;7
1407503851368943617;2
1407757974907539466;7
1407866875904724996;16
1407759671776133126;7
1407875952185647111;21
1407710390939787266;3
1407447637255729152;1
1407872018834468864;19
1407879371264778242;21
1408044896636780545;23
1407886690727993347;24
1407501528248864775;2
1408040469498580994;23
1407473398217854981;1
1407855557948710919;12
1407856968375619587;13
1407760086949318659;7
1407862132784386048;12
1407505690529255430;2
1407503148521041920;2
1407848714526507008;10
1407868705065902085;16
1407863237316644867;15
1408041741404545028;26
1407855585853423618;12
1407881377576591360;21
1407810319934701570;9
1407865846987374595;16
1407501863025512452;2
1407856791359270919;12
1408027138314457096;23
1407451606027747329;1
1407891816846876678;20
1407873327759302657;17
1407464732794228737;1
1407500525134876676;2
1407905796772569088;23
1407446499936636935;0
1407707392721264641;4
1407759544764276736;7
1407865767283023882;15
1407881041294073861;22
1407759752742977542;7
1407757708221165570;7
1408057029684436993;26
1407502694521217025;2
1407688336534351872;4
1407707640445145093;4
1407881589099569153;22
1408091865413472262;25
1407693387856334850;4
1408050572075413506;23
1407878839326347268;11
1407757631175942150;7
1407757137275723783;7
1407875492275965956;18
1407857129755664396;13
1407887898255532036;21
1407869719034699779;18
1407865360888520705;15
1407503268604002307;2
1407886444774014976;24
1408040917395718144;25
1408041764360015876;20
1407450945374625792;0
1407865862833508356;16
1407881923209347080;21
1408101518759317505;25
1407800497197793280;9
1408027442950938625;26
1407875952579956747;19
1407884032550084612;24
1407705822155743237;4
1407526536237006848;2
1407870959575523330;18
1407525539146047489;2
1407758407591940096;7
1407501648461697032;2
1407447460293885960;1
1407879549459832836;11
1407751505793462276;5
1407781373507690496;8
1407856647280775168;12
1407463548859584514;1
1407465468940726275;0
1407882090113388548;22
1407442753114587136;0
1407688894863351813;4
1407859272344551424;12
1407913357424877570;26
1407873707901603841;18
1407869533851901955;17
1407859640386392064;13
1407881736390942722;22
1407878651786547202;19
1407803563720519702;9
1407870922028105728;17
1407870690477346819;17
1407473338730045457;1
1407449596691951625;1
1407506301647794186;0
1407861976068407298;12
1407922460499009539;23
1407799400706068485;9
1407853035385200643;12
1407865512147685376;16
1407871421259423745;19
1407886769970950146;24
1407856833235202053;13
1407445560651563011;1
1407760356836061184;7
1407759499990114306;7
1407857495004024836;13
1407508988871204869;2
1407512348718415874;2
1408102583131062279;25
1407465095354068994;0
1407875933047042048;19
1407859487898279936;13
1407877509476196360;21
1407880839703281670;22
1407498592370233350;1
1407872948401225730;19
1407766396495446018;6
1407768227770425345;8
1407502296766889984;0
1407502929888747522;0
1407502746769571842;0
1407878247392714755;18
1407759927595122697;6
1407757498103349251;7
1407865456342581254;15
1407765533504770056;6
1407466499569225728;0
1407881256747085830;22
1407816196574126082;10
1407503121430032384;2
1407867982987022337;15
1407503256079765508;0
1408034186334724099;20
1407874395838812160;19
1407769495511482368;6
1407882600207851521;22
1407446375256805377;1
1407747811970621441;5
1407880057897553921;19
1407757757969833986;7
1408041575922515968;25
1407892361938616320;20
1407863196493533187;15
1407466279183785993;1
1407760036449955850;7
1407758647736799243;7
1408044332767195144;23
1407868065639960580;15
1407448971551952897;0
1407856651814776834;12
1407448275368693763;0
1407525441376768001;2
1407870257981763585;18
1408035208432078849;20
1407817728820383749;27
1407869545881161728;16
1407868117846564865;15
1407465487546585091;1
1407501196475121673;2
1407886104372654091;24
1407452083859636226;1
1407882356418093067;22
1407502840126377986;2
1407464505836244992;1
1408028000390684672;25
1407510913540931587;2
1407865019656806402;15
1408045471269113868;23
1407853325958189060;12
1407758375211999233;7
1407859524728459265;13
1407511631219855364;2
1407501652085575685;0
1407750206872068100;5
1407445052071231494;1
1407693274677133322;4
1407865871817756673;15
1407882567383195649;22
1407876973255344129;21
1407759659377860613;7
1407505450749333507;0
1407854175648636929;11
1407757355010379789;7
1408090135976202247;25
1407860874572926977;13
1407797903343685637;8
1407872062186737665;17
1407746019513847812;5
1407859055687786497;13
1407844425712246789;10
1407759751652548609;7
1407447161093201926;1
1407810150887534597;9
1407754648811880448;6
1407854940064714755;12
1407886791601012747;24
1407463098374660101;1
1407753396703182854;6
1408068875665641472;20
1407751113043030019;5
1407876856095858690;21
1408057285453123584;25
1407864009538387976;11
1407758616107667459;7
1407858754603950090;13
1407729782402473989;3
1407883555460501506;22
1407759675374899201;7
1407446339575848965;1
1407763573032599556;6
1407760296274501633;7
1408026891307696128;20
1407856807247294470;12
1407688448874582020;4
1407880873840631808;22
1407855515447836674;13
1407867989777584129;15
1408071576113745922;20
1407882981948248067;22
1407758953472311298;7
1407865817652510720;15
1407877190100918273;21
1407859643154669572;13
1407760092699803657;7
1407858452358221835;13
1407857227126427655;12
1407801375828889606;9
1407859815251128321;13
1407758984057139205;7
1407885442536689668;24
1407794875190415365;8
1407889430489223169;23
1407501944982323210;2
1407885257634947073;24
1407462044304084993;1
1407464305516331009;1
1407860717412360201;12
1408051119029358592;23
1407867883296890881;16
1407895560951107585;26
1407880187199606802;20
1407857568953868288;12
1407499545991335936;1
1407464907038208013;0
1407813446649978882;10
1407501957879771140;0
1407453028379136004;1
1407802769004711941;9
1408078021962129409;20
1407859796255162368;13
1407868053400981509;15
1407793605998153734;8
1408075095025717264;20
1407474509146374146;0
1407865638488621059;11
1407761758144585733;6
1407886387253321731;24
1407882236150562817;22
1407747651756515332;5
1408069989496627204;20
1407813606897504270;10
1407905162975453187;26
1407452601835311106;1
1407465151058563079;1
1407760214405828617;7
1407503330004381698;0
1407707971237318660;4
1407445093003448333;0
1407883332713656321;22
1407882209323896841;22
1407689821347266565;3
1407888486045212679;21
1407502496776560644;2
1407506620800765954;0
1407474540033327111;0
1407507100557844485;2
1407813445442023426;10
1407502855225892865;2
1407805097044844547;9
1407759356725284865;7
1407526349623934978;2
1407874920869208069;18
1407783670686044161;27
1407760371218325505;7
1407874797246324741;18
1407874648612782084;19
1407860447970316290;13
1407759186071633920;7
1407686997628555271;3
1408052519377440771;23
1407863371857371136;14
1407763862615625731;6
1407787756932284421;8
1407704123349295104;4
1407858517294424064;13
1408092174932230155;25
1407498796905418754;1
1407688595486482435;3
1407870912817516545;11
1407445626028179460;1
1407874042615455746;19
1407758516778115072;7
1407462650624319488;1
1407818970070200323;27
1407757958046441474;7
1407461762321027077;1
1407852921576996865;12
1407855645383184385;13
1407522778752946180;0
1407865456644481035;16
1407876731151790080;21
1407865596373577731;15
1407504276092559360;2
1407783228518408195;8
1407503242406383617;2
1407865925617979392;15
1407865395428610048;16
1407886047422435329;24
1407892070061199361;23
1407857305727688704;11
1407873124025180169;11
1407743754942005252;5
1407760115680387072;7
1407877868055576576;21
1407887038905348102;21
1407881831005970443;22
1407858905955418117;13
1407504090029039616;2
1407887966962339850;21
1407779482543472641;27
1407881548179906560;22
1407758549229449217;7
1407884963320578049;24
1407884372682883074;23
1407888961012371457;20
1407758362595495937;7
1407858602329661440;13
1407788042828591108;8
1407855255820320769;12
1407705758771339266;5
1407856867070590979;13
1407446317559955462;1
1407716247790358529;3
1407760960652288013;6
1407759080467410945;7
1408075928429907978;25
1407857396513488896;13
1407878095034540036;18
1407814726780915717;10
1407897548438872065;23
1407856722182606852;13
1407882514287431684;22
1407773277771214857;27
1407883478943911939;22
1408076344269971460;20
1407869930180120586;18
1408044019528122370;20
1407881674009059335;22
1407876272328413187;21
1407869079403237377;17
1407809728261103622;9
1407451673350619139;1
1407760440114003974;7
1407905539544203268;26
1407877448449118218;18
1407899591756894209;23
1407449683161763840;0
1407791164724494341;8
1407857133572472843;13
1407450601320030209;0
1407504396829839365;2
1408053334976647168;26
1407877490853519362;21
1407882863035420673;22
1407501069689708546;2
1408027924687634432;26
